GO:0000016	EC:3.2.1.108	LACTASE-RXN
GO:0043738	NA	RXN-8106
GO:0043740	EC:3.5.4.29	RXN-10055
GO:0043741	NA	RXN-5181
GO:0043744	NA	RXN-5182
GO:0043747	NA	RXN-5185
GO:0043750	EC:2.4.1.57	2.4.1.57-RXN
GO:0043752	EC:2.7.1.156	2.7.1.156-RXN
GO:0043754	EC:2.3.1.168	2.3.1.168-RXN
GO:0043755	EC:3.1.3.73	RIBAZOLEPHOSPHAT-RXN
GO:0043756	EC:3.5.1.90	R346-RXN
GO:0043757	EC:6.3.1.10	RXN-6261
GO:0043758	EC:6.2.1.13	ACETATE--COA-LIGASE-ADP-FORMING-RXN
GO:0043766	EC:2.5.1.73	RXN-10719
GO:0043767	NA	6.1.1.26-RXN
GO:0043768	EC:4.4.1.21	RIBOSYLHOMOCYSTEINASE-RXN
GO:0043776	NA	RXN-8766
GO:0043777	NA	RXN-8767
GO:0043778	NA	RXN-8768
GO:0043779	NA	RXN-8763
GO:0043780	NA	RXN-8764
GO:0043781	EC:2.1.1.151	RXN-8760
GO:0043782	NA	RXN-8761
GO:0043784	EC:1.16.8.1	R343-RXN
GO:0043785	EC:2.8.3.17	2.8.3.17-RXN
GO:0043791	NA	RXN-8100
GO:0043792	EC:3.5.2.18	3.5.2.18-RXN
GO:0043793	NA	RXN-8124
GO:0043797	EC:1.2.7.6	1.2.7.6-RXN
GO:0043798	NA	GKI-RXN
GO:0043799	EC:1.4.3.19	RXN-8674
GO:0043800	NA	R12-RXN
GO:0043801	NA	R10-RXN
GO:0043802	EC:6.3.5.9	R341-RXN
GO:0043805	EC:1.2.7.8	1.2.7.8-RXN
GO:0043806	NA	KETOBUTFORMLY-RXN
GO:0043807	EC:1.2.7.7	1.2.7.7-RXN
GO:0043814	NA	RXN-8077
GO:0043817	EC:4.4.1.19	R228-RXN
GO:0043818	EC:1.14.13.83	R321-RXN
GO:0043819	EC:2.1.1.152	R322-RXN
GO:0043821	NA	RXN0-268
GO:0043822	EC:3.1.26.8	3.1.26.8-RXN
GO:0043823	NA	RXN-10670
GO:0043824	EC:1.2.1.71	SUCCGLUALDDEHYD-RXN
GO:0043825	EC:2.6.1.81	SUCCORNTRANSAM-RXN
GO:0043826	NA	RXN-8226
GO:0043828	NA	RXN0-2281
GO:0043831	EC:1.8.5.2	1.8.5.2-RXN
GO:0043833	NA	RXN-8103
GO:0043834	NA	RXN-8102
GO:0043836	NA	R127-RXN
GO:0043840	NA	RXN-7708
GO:0043841	NA	RXN-8076
GO:0043842	NA	KDOTRANS2-RXN
GO:0043851	NA	RXN-8096
GO:0043852	NA	RXN-8098
GO:0043853	NA	CPLX-421
GO:0043857	EC:2.1.3.9	2.1.3.9-RXN
GO:0043863	NA	4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN
GO:0043869	NA	RXN-5181
GO:0043870	NA	RXN-5183
GO:0043871	NA	RXN-8162
GO:0043873	NA	PYFLAVOXRE-RXN
GO:0043874	EC:3.1.3.77	3.1.3.77-RXN
GO:0043875	NA	KETOBUTFORMLY-RXN
GO:0043876	NA	4.1.2.42-RXN
GO:0043878	NA	RXN-3443
GO:0043884	EC:2.3.1.169	ACETYLSYNCLTH-RXN
GO:0043885	EC:1.2.7.4	CARBON-MONOXIDE-DEHYDROGENASE-RXN
GO:0043890	EC:3.1.6.4	3.1.6.4-RXN
GO:0043891	EC:1.2.1.59	GAPDHSYNEC-RXN
GO:0043892	EC:1.1.1.283	RXN-8636
GO:0043895	EC:2.4.1.19	2.4.1.19-RXN
GO:0043896	EC:3.2.1.70	3.2.1.70-RXN
GO:0043897	EC:3.2.1.133	3.2.1.133-RXN
GO:0043904	NA	RXN-1981
GO:0043910	NA	RXN-9385
GO:0043915	NA	RXN-10038
GO:0043916	EC:3.2.2.21	3.2.2.21-RXN
GO:0043917	NA	RXN-8801
GO:0043956	NA	RXN-6383
GO:0043957	EC:1.3.1.84	RXN-9087
GO:0043958	EC:1.3.99.3	RXN-8568
GO:0043961	NA	RXN-8966
GO:0044101	NA	RXN-8967
GO:0044683	EC:2.1.1.251	RXN-8125
GO:0044686	EC:2.5.1.76	RXN-11108
GO:0044687	EC:2.5.1.81	RXN-8813
GO:0044689	EC:2.5.1.77	RXN-8079
GO:0044876	NA	RXN-15803
GO:0045127	EC:2.7.1.59	N-ACETYLGLUCOSAMINE-KINASE-RXN
GO:0045130	EC:2.8.2.21	KERATAN-SULFOTRANSFERASE-RXN
GO:0045133	EC:1.13.11.14	1.13.11.14-RXN
GO:0045134	EC:3.6.1.6	RXN-12197
GO:0045135	EC:4.2.2.3	4.2.2.3-RXN
GO:0045140	NA	RXN3O-581
GO:0045148	EC:3.4.11.4	3.4.11.4-RXN
GO:0045174	EC:1.8.5.1	1.8.5.1-RXN
GO:0045290	EC:1.1.1.117	1.1.1.117-RXN
GO:0045300	EC:1.14.19.2	PWY-5147
GO:0045302	EC:3.5.1.24	CHOLOYLGLYCINE-HYDROLASE-RXN
GO:0045303	EC:2.6.1.76	R101-RXN
GO:0045337	NA	PWY-5123
GO:0045430	EC:5.5.1.6	CHALCONE-ISOMERASE-RXN
GO:0045436	NA	RXN1F-150
GO:0045437	EC:3.2.2.3	URIDINE-NUCLEOSIDASE-RXN
GO:0045439	EC:5.1.1.17	5.1.1.17-RXN
GO:0045442	EC:1.14.11.26	1.14.11.26-RXN
GO:0045480	EC:1.1.3.9	GALACTOSE-OXIDASE-RXN
GO:0045481	EC:1.1.1.241	6-ENDO-HYDROXYCINEOLE-DEHYDROGENASE-RXN
GO:0045482	EC:4.2.3.6	TRICHODIENE-SYNTHASE-RXN
GO:0045483	EC:4.2.3.9	ARISTOLOCHENE-SYNTHASE-RXN
GO:0045484	EC:2.6.1.36	L-LYSINE-AMINOTRANSFERASE-RXN
GO:0045486	EC:1.14.11.9	NARINGENIN-3-DIOXYGENASE-RXN
GO:0045543	EC:1.14.11.13	PWY-102
GO:0045551	EC:1.1.1.195	CINNAMYL-ALCOHOL-DEHYDROGENASE-RXN
GO:0045552	EC:1.1.1.219	DIHYDROKAEMPFEROL-4-REDUCTASE-RXN
GO:0046025	EC:2.1.1.132	2.1.1.132-RXN
GO:0046026	EC:2.1.1.133	2.1.1.133-RXN
GO:0046027	EC:2.3.1.158	2.3.1.158-RXN
GO:0046029	EC:1.1.1.255	1.1.1.255-RXN
GO:0046177	NA	GLUCONSUPER-PWY
GO:0046254	NA	PWY-81
GO:0046276	NA	METHYLGALLATE-DEGRADATION-PWY
GO:0046316	EC:2.7.1.12	GLUCONOKIN-RXN
GO:0046353	EC:2.3.1.81	GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN
GO:0046391	NA	PRPP-PWY
GO:0046392	NA	GALACTARDEG-PWY
GO:0046403	EC:3.1.3.32	POLYNUCLEOTIDE-3-PHOSPHATASE-RXN
GO:0046404	EC:2.7.1.78	POLYNUCLEOTIDE-5-HYDROXYL-KINASE-RXN
GO:0046405	EC:4.2.1.30	GLYCEROL-DEHYDRATASE-RXN
GO:0046406	EC:2.1.1.11	RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN
GO:0046408	EC:2.5.1.62	RXN1F-66
GO:0046421	EC:4.1.3.30	METHYLISOCITRATE-LYASE-RXN
GO:0046423	EC:5.3.99.6	ALLENE-OXIDE-CYCLASE-RXN
GO:0046424	NA	RXN-1121
GO:0046428	NA	DMK-RXN
GO:0046429	EC:1.17.7.1	RXN0-882
GO:0046480	EC:2.4.1.184	RXN-1226
GO:0046481	EC:2.4.1.241	RXN-1225
GO:0046507	EC:3.13.1.1	RXN-1223
GO:0046509	EC:2.4.1.46	2.4.1.46-RXN
GO:0046510	NA	RXN-1224
GO:0046522	EC:2.7.1.100	5-METHYLTHIORIBOSE-KINASE-RXN
GO:0046523	EC:5.3.1.23	5.3.1.23-RXN
GO:0046524	EC:2.4.1.14	SUCROSE-PHOSPHATE-SYNTHASE-RXN
GO:0046525	EC:2.4.1.133	2.4.1.133-RXN
GO:0046526	EC:1.1.1.9	D-XYLULOSE-REDUCTASE-RXN
GO:0046539	EC:2.1.1.8	HISTAMINE-N-METHYLTRANSFERASE-RXN
GO:0046547	EC:2.1.1.145	2.1.1.145-RXN
GO:0046553	EC:1.1.1.83	1.1.1.83-RXN
GO:0046554	EC:1.1.1.82	MALATE-DEHYDROGENASE-NADP+-RXN
GO:0046555	EC:3.1.1.72	3.1.1.72-RXN
GO:0046556	EC:3.2.1.55	3.2.1.55-RXN
GO:0046557	EC:3.2.1.75	3.2.1.75-RXN
GO:0046558	EC:3.2.1.99	3.2.1.99-RXN
GO:0046559	EC:3.2.1.139	3.2.1.139-RXN
GO:0046560	EC:3.4.23.32	3.4.23.32-RXN
GO:0046561	EC:3.4.23.20	3.4.23.20-RXN
GO:0046562	EC:1.1.3.4	GLUCOSE-OXIDASE-RXN
GO:0046563	NA	METHANOL-OXIDASE-RXN
GO:0046564	EC:4.1.1.2	OXALATE-DECARBOXYLASE-RXN
GO:0046565	NA	DHSHIKIMATE-DEHYDRO-RXN
GO:0046566	NA	RXN-8460
GO:0046567	EC:4.2.3.42	RXN-10631
GO:0046568	EC:1.1.1.265	1.1.1.265-RXN
GO:0046570	EC:4.2.1.109	R145-RXN
GO:0046572	NA	RXN-9494
GO:0046577	EC:1.1.3.20	LONG-CHAIN-ALCOHOL-OXIDASE-RXN
GO:0046589	EC:3.1.27.3	3.1.27.3-RXN
GO:0046592	EC:1.5.3.11	POLYAMINE-OXIDASE-RXN
GO:0046593	EC:4.1.2.10	MANDELONITRILE-LYASE-RXN
GO:0046654	NA	FOLSYN-PWY
GO:0046656	NA	FOLSYN-PWY
GO:0046820	EC:2.6.1.85	PABASYN-RXN
GO:0046899	EC:2.7.4.10	2.7.4.10-RXN
GO:0046917	EC:2.7.8.25	2.7.8.25-RXN
GO:0046922	EC:2.4.1.221	2.4.1.221-RXN
GO:0046932	NA	3.6.3.15-RXN
GO:0046933	NA	ATPSYN-RXN
GO:0046934	EC:2.7.1.153	2.7.1.153-RXN
GO:0046936	NA	ADDALT-RXN
GO:0046961	NA	ATPSYN-RXN
GO:0046962	NA	3.6.3.15-RXN
GO:0046990	EC:2.3.1.118	2.3.1.118-RXN
GO:0046998	EC:1.1.1.199	1.1.1.199-RXN
GO:0047000	EC:1.1.1.126	1.1.1.126-RXN
GO:0047001	EC:1.1.1.127	1.1.1.127-RXN
GO:0047002	EC:1.1.1.13	1.1.1.13-RXN
GO:0047003	EC:1.1.1.134	1.1.1.134-RXN
GO:0047004	EC:1.1.1.136	1.1.1.136-RXN
GO:0047005	EC:1.1.1.147	1.1.1.147-RXN
GO:0047006	EC:1.1.1.149	1.1.1.149-RXN
GO:0047007	EC:1.1.1.150	1.1.1.150-RXN
GO:0047008	EC:1.1.1.151	1.1.1.151-RXN
GO:0047009	EC:1.1.1.152	1.1.1.152-RXN
GO:0047010	EC:1.1.1.166	1.1.1.166-RXN
GO:0047011	EC:1.1.1.168	1.1.1.168-RXN
GO:0047012	EC:1.1.1.170	1.1.1.170-RXN
GO:0047013	EC:1.1.1.176	1.1.1.176-RXN
GO:0047014	EC:1.1.1.177	1.1.1.177-RXN
GO:0047015	EC:1.1.1.178	1.1.1.178-RXN
GO:0047016	EC:1.1.1.181	1.1.1.181-RXN
GO:0047017	EC:1.1.1.188	1.1.1.188-RXN
GO:0047018	EC:1.1.1.190	1.1.1.190-RXN
GO:0047019	EC:1.1.1.191	1.1.1.191-RXN
GO:0047020	EC:1.1.1.196	1.1.1.196-RXN
GO:0047021	EC:1.1.1.197	1.1.1.197-RXN
GO:0047022	EC:1.1.1.201	1.1.1.201-RXN
GO:0047023	EC:1.1.1.209	1.1.1.209-RXN
GO:0047024	EC:1.1.1.210	1.1.1.210-RXN
GO:0047025	EC:1.1.1.212	1.1.1.212-RXN
GO:0047026	EC:1.1.1.213	1.1.1.213-RXN
GO:0047027	EC:1.1.1.217	1.1.1.217-RXN
GO:0047028	EC:1.1.1.220	1.1.1.220-RXN
GO:0047029	EC:1.1.1.222	1.1.1.222-RXN
GO:0047030	EC:1.1.1.226	1.1.1.226-RXN
GO:0047031	EC:1.1.1.229	1.1.1.229-RXN
GO:0047032	EC:1.1.1.230	1.1.1.230-RXN
GO:0047033	EC:1.1.1.231	1.1.1.231-RXN
GO:0047034	EC:1.1.1.232	1.1.1.232-RXN
GO:0047035	EC:1.1.1.239	TESTOSTERONE-17-BETA-DEHYDROGENASE-RXN
GO:0047036	EC:1.1.1.247	1.1.1.247-RXN
GO:0047037	EC:1.1.1.248	1.1.1.248-RXN
GO:0047038	EC:1.1.1.250	1.1.1.250-RXN
GO:0047039	EC:1.1.1.252	1.1.1.252-RXN
GO:0047040	EC:1.5.1.33	1.1.1.253-RXN
GO:0047041	EC:1.1.1.254	1.1.1.254-RXN
GO:0047042	EC:1.1.1.50	1.1.1.50-RXN
GO:0047043	EC:1.1.1.52	1.1.1.52-RXN
GO:0047044	EC:1.1.1.53	1.1.1.53-RXN
GO:0047045	EC:1.1.1.64	1.1.1.64-RXN
GO:0047046	EC:1.1.1.87	1.1.1.87-RXN
GO:0047047	EC:1.1.1.92	1.1.1.92-RXN
GO:0047048	EC:1.1.1.97	1.1.1.97-RXN
GO:0047049	EC:1.1.1.98	1.1.1.98-RXN
GO:0047050	EC:1.1.1.99	1.1.1.99-RXN
GO:0047051	EC:1.1.2.5	1.1.2.5-RXN
GO:0047052	EC:1.14.21.1	1.1.3.32-RXN
GO:0047053	EC:1.14.21.2	1.14.21.2-RXN
GO:0047054	EC:1.14.21.3	1.1.3.34-RXN
GO:0047055	EC:1.14.21.4	1.1.3.35-RXN
GO:0047056	EC:1.14.21.5	1.1.3.36-RXN
GO:0047057	EC:1.1.4.1	1.1.4.1-RXN
GO:0047058	EC:1.1.4.2	1.1.4.2-RXN
GO:0047059	EC:1.1.2.6	RXN-11316
GO:0047060	EC:1.1.99.27	1.1.99.27-RXN
GO:0047061	EC:1.1.99.28	1.1.99.28-RXN
GO:0047062	EC:1.10.1.1	1.10.1.1-RXN
GO:0047063	EC:1.10.2.1	1.10.2.1-RXN
GO:0047064	EC:1.21.3.4	1.10.3.7-RXN
GO:0047065	EC:1.21.3.5	1.10.3.8-RXN
GO:0047066	EC:1.11.1.12	1.11.1.12-RXN
GO:0047067	EC:1.12.5.1	1.12.5.1-RXN
GO:0047068	EC:1.12.98.2	H2-METHYLENE-THMPT-DEHYDRO-RXN
GO:0047069	EC:1.13.11.10	1.13.11.10-RXN
GO:0047070	EC:1.13.11.16	1.13.11.16-RXN
GO:0047071	EC:1.13.11.25	1.13.11.25-RXN
GO:0047072	EC:1.13.11.28	1.13.11.28-RXN
GO:0047073	EC:1.13.11.41	1.13.11.41-RXN
GO:0047074	NA	RXN-10137
GO:0047075	EC:1.13.11.9	1.13.11.9-RXN
GO:0047077	EC:1.13.12.7	1.13.12.7-RXN
GO:0047078	EC:1.13.11.47	1.13.11.47-RXN
GO:0047079	EC:1.14.11.10	1.14.11.10-RXN
GO:0047080	EC:1.14.11.3	1.14.11.3-RXN
GO:0047081	EC:1.14.12.4	1.14.12.4-RXN
GO:0047082	EC:1.14.13.28	RXN-4505
GO:0047083	EC:1.14.13.36	1.14.13.36-RXN
GO:0047084	EC:1.14.13.37	1.14.13.37-RXN
GO:0047085	EC:1.14.13.68	1.14.13.42-RXN
GO:0047086	EC:1.14.13.54	1.14.13.54-RXN
GO:0047087	EC:1.14.13.55	1.14.13.55-RXN
GO:0047088	EC:1.14.13.56	1.14.13.56-RXN
GO:0047089	EC:1.14.13.57	1.14.13.57-RXN
GO:0047090	EC:1.14.13.58	1.14.13.58-RXN
GO:0047091	EC:1.14.13.59	1.14.13.59-RXN
GO:0047092	EC:1.14.13.60	1.14.13.60-RXN
GO:0047093	EC:1.14.13.62	1.14.13.62-RXN
GO:0047094	EC:1.14.13.63	1.14.13.63-RXN
GO:0047095	EC:1.14.13.66	1.14.13.66-RXN
GO:0047096	EC:1.14.99.12	1.14.99.12-RXN
GO:0047097	EC:1.14.99.20	1.14.99.20-RXN
GO:0047098	EC:1.14.99.21	1.14.99.21-RXN
GO:0047099	EC:1.17.1.1	1.17.1.1-RXN
GO:0047100	EC:1.2.1.13	1.2.1.13-RXN
GO:0047101	EC:1.2.1.25	1.2.1.25-RXN
GO:0047102	EC:1.2.1.32	1.2.1.32-RXN
GO:0047103	EC:1.2.1.40	1.2.1.40-RXN
GO:0047104	EC:1.2.1.42	1.2.1.42-RXN
GO:0047105	EC:1.2.1.47	1.2.1.47-RXN
GO:0047106	EC:1.2.1.53	1.2.1.53-RXN
GO:0047107	EC:1.2.1.54	1.2.1.54-RXN
GO:0047108	EC:1.1.1.279	1.2.1.55-RXN
GO:0047109	EC:1.1.1.280	1.2.1.56-RXN
GO:0047110	EC:1.2.1.58	1.2.1.58-RXN
GO:0047111	EC:1.2.2.3	1.2.2.3-RXN
GO:0047112	EC:1.2.3.3	1.2.3.3-RXN
GO:0047113	EC:1.2.99.3	1.2.99.3-RXN
GO:0047114	EC:1.3.1.18	1.3.1.18-RXN
GO:0047115	EC:1.3.1.20	1.3.1.20-RXN
GO:0047116	EC:1.3.1.25	1.3.1.25-RXN
GO:0047117	EC:1.3.1.39	1.3.1.39-RXN
GO:0047118	EC:1.3.1.40	1.3.1.40-RXN
GO:0047119	EC:1.3.1.52	1.3.1.52-RXN
GO:0047120	EC:1.3.1.53	1.3.1.53-RXN
GO:0047121	EC:1.3.99.16	1.3.99.16-RXN
GO:0047122	EC:1.3.99.18	1.3.99.18-RXN
GO:0047123	EC:1.3.99.19	1.3.99.19-RXN
GO:0047124	EC:1.4.1.11	1.4.1.11-RXN
GO:0047125	EC:1.5.1.21	RXN-8166
GO:0047126	EC:1.5.1.24	1.5.1.24-RXN
GO:0047127	EC:1.5.1.25	1.5.1.25-RXN
GO:0047128	EC:1.5.1.27	1.5.1.27-RXN
GO:0047129	EC:1.5.1.28	1.5.1.28-RXN
GO:0047130	EC:1.5.1.8	1.5.1.8-RXN
GO:0047131	EC:1.5.1.9	1.5.1.9-RXN
GO:0047132	EC:1.5.3.12	1.5.3.12-RXN
GO:0047133	EC:1.5.8.1	1.5.8.1-RXN
GO:0047134	EC:1.8.1.8	1.6.4.4-RXN
GO:0047135	EC:1.8.1.13	1.6.4.9-RXN
GO:0047136	EC:1.7.1.11	1.6.6.12-RXN
GO:0047137	EC:1.7.1.12	1.7.1.12-RXN
GO:0047138	EC:1.16.1.3	AQUACOBALAMIN-REDUCTASE-RXN
GO:0047139	EC:1.8.4.1	1.8.4.1-RXN
GO:0047140	EC:1.8.4.3	1.8.4.3-RXN
GO:0047141	EC:1.8.4.4	1.8.4.4-RXN
GO:0047142	EC:1.8.4.7	1.8.4.7-RXN
GO:0047143	EC:1.97.1.1	1.97.1.1-RXN
GO:0047144	EC:2.3.1.52	2-ACYL2.3.1.15-RXN
GO:0047145	EC:2.1.1.109	2.1.1.109-RXN
GO:0047146	EC:2.1.1.110	2.1.1.110-RXN
GO:0047147	EC:2.1.1.19	2.1.1.19-RXN
GO:0047148	EC:2.1.1.21	2.1.1.21-RXN
GO:0047149	EC:2.1.1.3	2.1.1.3-RXN
GO:0047150	EC:2.1.1.5	2.1.1.5-RXN
GO:0047151	EC:2.1.1.74	2.1.1.74-RXN
GO:0047152	EC:2.1.1.90	2.1.1.90-RXN
GO:0047153	EC:2.1.2.8	2.1.2.8-RXN
GO:0047154	EC:2.1.3.1	2.1.3.1-RXN
GO:0047155	EC:2.1.3.7	2.1.3.7-RXN
GO:0047156	EC:2.2.1.4	2.2.1.4-RXN
GO:0047157	EC:2.3.1.100	2.3.1.100-RXN
GO:0047158	EC:2.3.1.103	2.3.1.103-RXN
GO:0047159	EC:2.3.1.104	2.3.1.104-RXN
GO:0047160	EC:2.3.1.105	2.3.1.105-RXN
GO:0047161	EC:2.3.1.106	2.3.1.106-RXN
GO:0047162	EC:2.3.1.107	2.3.1.107-RXN
GO:0047163	EC:2.3.1.114	2.3.1.114-RXN
GO:0047164	EC:2.3.1.115	2.3.1.115-RXN
GO:0047165	EC:2.3.1.116	2.3.1.116-RXN
GO:0047166	EC:2.3.1.121	2.3.1.121-RXN
GO:0047167	EC:2.3.1.125	2.3.1.125-RXN
GO:0047168	EC:2.3.1.126	2.3.1.126-RXN
GO:0047169	EC:2.3.1.130	2.3.1.130-RXN
GO:0047170	EC:2.3.1.131	2.3.1.131-RXN
GO:0047171	EC:2.3.1.132	2.3.1.132-RXN
GO:0047172	EC:2.3.1.133	2.3.1.133-RXN
GO:0047173	EC:2.3.1.135	2.3.1.135-RXN
GO:0047174	EC:2.3.1.138	2.3.1.138-RXN
GO:0047175	EC:2.3.1.141	2.3.1.141-RXN
GO:0047176	EC:2.3.1.143	2.3.1.143-RXN
GO:0047177	EC:2.3.1.147	2.3.1.147-RXN
GO:0047178	EC:2.3.1.148	2.3.1.148-RXN
GO:0047179	EC:2.3.1.149	2.3.1.149-RXN
GO:0047180	EC:2.3.1.150	2.3.1.150-RXN
GO:0047181	EC:2.3.1.151	2.3.1.151-RXN
GO:0047182	EC:2.3.1.152	2.3.1.152-RXN
GO:0047183	EC:2.3.1.153	RXN-7945
GO:0047184	EC:2.3.1.23	2.3.1.23-RXN
GO:0047185	EC:2.3.1.44	2.3.1.44-RXN
GO:0047186	EC:2.3.1.45	2.3.1.45-RXN
GO:0047187	EC:2.3.1.49	2.3.1.49-RXN
GO:0047188	EC:2.3.1.56	2.3.1.56-RXN
GO:0047189	EC:2.3.1.58	2.3.1.58-RXN
GO:0047190	EC:2.3.1.62	2.3.1.62-RXN
GO:0047191	EC:2.3.1.63	2.3.1.63-RXN
GO:0047192	EC:2.3.1.67	2.3.1.67-RXN
GO:0047193	EC:2.3.1.70	2.3.1.70-RXN
GO:0047194	EC:2.3.1.72	2.3.1.72-RXN
GO:0047195	EC:2.3.1.73	2.3.1.73-RXN
GO:0047196	EC:2.3.1.75	2.3.1.75-RXN
GO:0047197	EC:2.3.1.77	2.3.1.77-RXN
GO:0047198	EC:2.3.1.80	2.3.1.80-RXN
GO:0047199	EC:2.3.1.83	2.3.1.83-RXN
GO:0047200	EC:2.3.1.89	2.3.1.89-RXN
GO:0047201	EC:2.3.1.90	2.3.1.90-RXN
GO:0047202	EC:2.3.1.91	2.3.1.91-RXN
GO:0047203	EC:2.3.1.93	2.3.1.93-RXN
GO:0047204	EC:2.3.1.98	2.3.1.98-RXN
GO:0047205	EC:2.3.1.99	2.3.1.99-RXN
GO:0047206	EC:2.3.2.10	2.3.2.10-RXN
GO:0047207	EC:2.4.1.100	2.4.1.100-RXN
GO:0047208	EC:2.4.1.104	2.4.1.104-RXN
GO:0047209	EC:2.4.1.111	2.4.1.111-RXN
GO:0047211	EC:2.4.1.113	2.4.1.113-RXN
GO:0047212	EC:2.4.1.114	2.4.1.114-RXN
GO:0047213	EC:2.4.1.115	2.4.1.115-RXN
GO:0047214	EC:2.4.1.116	2.4.1.116-RXN
GO:0047215	EC:2.4.1.121	2.4.1.121-RXN
GO:0047216	EC:2.4.1.123	2.4.1.123-RXN
GO:0047217	EC:2.4.1.125	2.4.1.125-RXN
GO:0047218	EC:2.4.1.126	2.4.1.126-RXN
GO:0047219	EC:2.4.1.127	2.4.1.127-RXN
GO:0047220	EC:2.4.1.134	2.4.1.134-RXN
GO:0047221	EC:2.4.1.137	2.4.1.137-RXN
GO:0047222	EC:2.4.1.138	2.4.1.138-RXN
GO:0047223	EC:2.4.1.146	2.4.1.146-RXN
GO:0047224	EC:2.4.1.147	2.4.1.147-RXN
GO:0047225	EC:2.4.1.148	2.4.1.148-RXN
GO:0047227	EC:2.4.1.156	2.4.1.156-RXN
GO:0047228	EC:2.4.1.157	2.4.1.157-RXN
GO:0047229	EC:2.4.1.158	HYDROXYDOCOSANOATE-TRANS-RXN
GO:0047230	EC:2.4.1.159	2.4.1.159-RXN
GO:0047231	EC:2.4.1.160	2.4.1.160-RXN
GO:0047232	EC:2.4.1.164	2.4.1.164-RXN
GO:0047233	EC:2.4.1.165	2.4.1.165-RXN
GO:0047234	EC:2.4.1.166	2.4.1.166-RXN
GO:0047235	EC:2.4.1.167	2.4.1.167-RXN
GO:0047236	EC:2.4.1.171	2.4.1.171-RXN
GO:0047237	EC:2.4.1.174	2.4.1.174-RXN
GO:0047238	EC:2.4.1.175	2.4.1.175-RXN
GO:0047239	EC:2.4.1.178	2.4.1.178-RXN
GO:0047240	EC:2.4.1.179	2.4.1.179-RXN
GO:0047241	EC:2.4.1.180	2.4.1.180-RXN
GO:0047242	EC:2.4.1.181	2.4.1.181-RXN
GO:0047243	EC:2.4.1.185	2.4.1.185-RXN
GO:0047244	EC:2.4.1.187	TEICHOICSYN2-RXN
GO:0047245	EC:2.4.1.188	2.4.1.188-RXN
GO:0047246	EC:2.4.1.190	2.4.1.190-RXN
GO:0047247	EC:2.4.1.191	2.4.1.191-RXN
GO:0047248	EC:2.4.1.192	2.4.1.192-RXN
GO:0047249	EC:2.4.1.193	2.4.1.193-RXN
GO:0047250	EC:2.4.1.194	2.4.1.194-RXN
GO:0047251	EC:2.4.1.195	2.4.1.195-RXN
GO:0047252	EC:2.4.1.199	2.4.1.199-RXN
GO:0047253	EC:2.4.1.201	2.4.1.201-RXN
GO:0047254	EC:2.4.1.202	2.4.1.202-RXN
GO:0047255	EC:2.4.1.205	2.4.1.205-RXN
GO:0047256	EC:2.4.1.206	2.4.1.206-RXN
GO:0047257	EC:2.4.1.208	2.4.1.208-RXN
GO:0047258	EC:2.4.1.23	2.4.1.23-RXN
GO:0047259	EC:2.4.1.32	2.4.1.32-RXN
GO:0047260	EC:2.4.1.36	2.4.1.36-RXN
GO:0047261	EC:2.4.1.39	2.4.1.39-RXN
GO:0047262	EC:2.4.1.43	2.4.1.43-RXN
GO:0047263	EC:2.4.1.47	2.4.1.47-RXN
GO:0047265	EC:2.4.1.52	2.4.1.52-RXN
GO:0047266	EC:2.4.1.53	2.4.1.53-RXN
GO:0047268	EC:2.4.1.67	2.4.1.67-RXN
GO:0047269	EC:2.4.1.70	2.4.1.70-RXN
GO:0047270	EC:2.4.1.73	2.4.1.73-RXN
GO:0047271	EC:2.4.1.74	2.4.1.74-RXN
GO:0047272	EC:2.4.1.78	2.4.1.78-RXN
GO:0047273	EC:2.4.1.79	2.4.1.79-RXN
GO:0047274	EC:2.4.1.82	2.4.1.82-RXN
GO:0047275	EC:2.4.1.86	2.4.1.86-RXN
GO:0047276	EC:2.4.1.87	2.4.1.151-RXN
GO:0047277	EC:2.4.1.88	2.4.1.88-RXN
GO:0047278	EC:2.4.1.95	2.4.1.95-RXN
GO:0047279	EC:2.4.1.96	2.4.1.96-RXN
GO:0047280	EC:2.4.2.12	2.4.2.12-RXN
GO:0047281	EC:2.4.2.20	2.4.2.20-RXN
GO:0047282	EC:2.4.2.27	2.4.2.27-RXN
GO:0047283	EC:2.4.2.32	2.4.2.32-RXN
GO:0047284	EC:2.4.2.33	2.4.2.33-RXN
GO:0047285	EC:2.4.2.35	2.4.2.35-RXN
GO:0047286	EC:2.4.2.36	RXN-11372
GO:0047287	EC:2.4.99.11	2.4.99.11-RXN
GO:0047288	EC:2.4.99.2	2.4.99.2-RXN
GO:0047289	EC:2.4.99.5	2.4.99.5-RXN
GO:0047290	EC:2.4.99.7	2.4.99.7-RXN
GO:0047291	EC:2.4.99.9	2.4.99.9-RXN
GO:0047292	EC:2.5.1.36	2.5.1.36-RXN
GO:0047293	EC:2.5.1.39	2.5.1.39-RXN
GO:0047294	EC:2.5.1.41	2.5.1.41-RXN
GO:0047295	EC:2.5.1.42	2.5.1.42-RXN
GO:0047296	EC:2.5.1.44	2.5.1.44-RXN
